-4.490000000000000102e-01,3.589999999999999858e-01,1.000000000000000000e+00
6.995000000000000107e+00,-6.600000000000000311e-01,0.000000000000000000e+00
2.540000000000000036e-01,4.400000000000000022e-01,1.000000000000000000e+00
-2.859999999999999765e-01,-9.789999999999999813e-01,1.000000000000000000e+00
7.415000000000000036e+00,-1.400000000000000029e-02,0.000000000000000000e+00
8.799999999999999489e-02,5.350000000000000311e-01,1.000000000000000000e+00
6.844000000000000306e+00,-8.299999999999999600e-01,0.000000000000000000e+00
6.777000000000000135e+00,-9.549999999999999600e-01,0.000000000000000000e+00
6.608999999999999986e+00,2.119999999999999940e-01,0.000000000000000000e+00
7.022999999999999687e+00,-1.159999999999999920e+00,0.000000000000000000e+00
7.883000000000000007e+00,-8.810000000000000053e-01,0.000000000000000000e+00
7.528999999999999915e+00,-1.650000000000000078e-01,0.000000000000000000e+00
8.367000000000000881e+00,-7.570000000000000062e-01,0.000000000000000000e+00
1.231999999999999984e+00,-3.160000000000000031e-01,1.000000000000000000e+00
-1.510999999999999899e+00,1.159999999999999920e+00,1.000000000000000000e+00
5.788000000000000256e+00,-5.399999999999999939e-02,0.000000000000000000e+00
6.094000000000000306e+00,2.190000000000000002e-01,0.000000000000000000e+00
6.878000000000000114e+00,-2.800000000000000266e-01,0.000000000000000000e+00
6.737000000000000099e+00,2.234999999999999876e+00,0.000000000000000000e+00
6.865999999999999659e+00,-3.180000000000000049e-01,0.000000000000000000e+00
6.596000000000000085e+00,2.069999999999999896e-01,0.000000000000000000e+00
-2.700000000000000178e-01,4.700000000000000011e-02,1.000000000000000000e+00
7.447000000000000064e+00,2.949999999999999845e-01,0.000000000000000000e+00
6.032000000000000028e+00,1.887999999999999901e+00,0.000000000000000000e+00
5.649999999999999467e-01,8.930000000000000160e-01,1.000000000000000000e+00
-2.949999999999999845e-01,-4.000000000000000083e-02,0.000000000000000000e+00
3.069999999999999951e-01,9.040000000000000258e-01,1.000000000000000000e+00
6.410000000000000142e+00,-7.049999999999999600e-01,0.000000000000000000e+00
1.280000000000000027e-01,3.910000000000000142e-01,1.000000000000000000e+00
5.227999999999999758e+00,1.290999999999999925e+00,0.000000000000000000e+00
-2.220000000000000029e-01,5.450000000000000400e-01,1.000000000000000000e+00
6.814000000000000057e+00,-4.789999999999999813e-01,0.000000000000000000e+00
5.860999999999999766e+00,3.539999999999999813e-01,0.000000000000000000e+00
6.998000000000000220e+00,-9.800000000000000377e-02,0.000000000000000000e+00
4.309999999999999942e-01,2.989999999999999880e-01,1.000000000000000000e+00
-2.969999999999999862e-01,-9.400000000000000022e-02,1.000000000000000000e+00
7.580000000000000071e+00,-4.460000000000000075e-01,0.000000000000000000e+00
2.620000000000000107e-01,9.609999999999999654e-01,1.000000000000000000e+00
1.802999999999999936e+00,-1.042000000000000037e+00,1.000000000000000000e+00
6.881999999999999673e+00,-4.079999999999999738e-01,0.000000000000000000e+00
7.767999999999999794e+00,6.380000000000000115e-01,0.000000000000000000e+00
5.320999999999999730e+00,4.100000000000000172e-02,0.000000000000000000e+00
7.512999999999999901e+00,-2.540000000000000036e-01,0.000000000000000000e+00
7.500000000000000000e+00,8.100000000000000255e-02,0.000000000000000000e+00
-1.028000000000000025e+00,-2.389999999999999902e-01,1.000000000000000000e+00
6.222999999999999865e+00,-4.819999999999999840e-01,0.000000000000000000e+00
-1.320999999999999952e+00,1.223999999999999977e+00,1.000000000000000000e+00
-2.300000000000000100e-01,-3.960000000000000187e-01,1.000000000000000000e+00
-1.721999999999999975e+00,8.000000000000000167e-02,1.000000000000000000e+00
7.126999999999999780e+00,-4.700000000000000011e-02,0.000000000000000000e+00
-3.210000000000000075e-01,3.639999999999999902e-01,1.000000000000000000e+00
7.299999999999999822e-01,-2.330000000000000127e-01,1.000000000000000000e+00
6.067999999999999616e+00,-1.431999999999999940e+00,0.000000000000000000e+00
8.146000000000000796e+00,5.040000000000000036e-01,0.000000000000000000e+00
4.919999999999999929e-01,4.929999999999999938e-01,1.000000000000000000e+00
7.591999999999999638e+00,-9.299999999999999933e-02,0.000000000000000000e+00
7.078000000000000291e+00,-1.352999999999999980e+00,0.000000000000000000e+00
6.182000000000000384e+00,8.729999999999999982e-01,0.000000000000000000e+00
7.719999999999999751e+00,1.627999999999999892e+00,0.000000000000000000e+00
-2.580000000000000071e-01,-6.189999999999999947e-01,1.000000000000000000e+00
9.439999999999999503e-01,2.139999999999999958e-01,1.000000000000000000e+00
